,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,y
10522,33,admin.,married,secondary,0,372,1,0,unknown,16,6,106,10,-1,0,0
10523,43,technician,married,unknown,0,1156,0,0,unknown,16,6,90,2,-1,0,0
10524,36,blue-collar,married,primary,0,4143,0,1,unknown,16,6,78,5,-1,0,0
10525,44,management,married,unknown,0,2982,0,0,unknown,16,6,55,2,-1,0,0
10526,58,retired,married,primary,0,0,1,0,unknown,16,6,204,4,-1,0,0
10527,41,management,single,unknown,0,1604,0,0,unknown,16,6,287,2,-1,0,0
10528,39,management,married,tertiary,1,47,0,0,unknown,16,6,84,3,-1,0,0
10529,51,services,married,primary,0,294,0,0,unknown,16,6,112,2,-1,0,0
10530,45,entrepreneur,single,tertiary,0,1678,0,0,unknown,16,6,133,2,-1,0,0
10531,44,self-employed,married,secondary,0,6553,0,0,unknown,16,6,195,2,-1,0,0
10532,30,services,single,tertiary,0,44,0,0,unknown,16,6,108,2,-1,0,0
10533,57,blue-collar,divorced,primary,0,3111,0,0,unknown,16,6,92,6,-1,0,0
10534,50,management,married,primary,0,0,0,0,unknown,16,6,264,4,-1,0,0
10535,47,management,divorced,unknown,0,582,1,1,unknown,16,6,123,2,-1,0,0
10536,48,technician,single,tertiary,0,0,0,0,unknown,16,6,73,4,-1,0,0
10537,37,services,married,secondary,0,-58,1,0,unknown,16,6,146,3,-1,0,0
10538,52,management,married,primary,0,740,0,0,unknown,16,6,206,1,-1,0,0
10539,43,management,married,tertiary,0,0,1,0,unknown,16,6,100,17,-1,0,0
10540,48,management,married,tertiary,0,342,0,0,unknown,16,6,452,1,-1,0,0
10541,36,blue-collar,divorced,secondary,0,808,0,0,unknown,16,6,163,1,-1,0,0
10542,42,entrepreneur,single,unknown,0,323,0,0,unknown,16,6,617,1,-1,0,1
10543,42,management,married,tertiary,0,-380,1,0,unknown,16,6,57,1,-1,0,0
10544,41,technician,married,secondary,0,902,0,0,unknown,16,6,35,6,-1,0,0
10545,51,admin.,married,secondary,0,924,1,0,unknown,16,6,215,3,-1,0,0
10546,37,management,married,tertiary,0,57,0,0,unknown,16,6,77,1,-1,0,0
10547,42,services,divorced,secondary,0,167,0,0,unknown,16,6,119,1,-1,0,0
10548,37,blue-collar,married,primary,0,3154,1,0,unknown,16,6,265,3,-1,0,0
10549,45,blue-collar,married,secondary,0,3037,0,0,unknown,16,6,60,2,-1,0,0
10550,32,blue-collar,married,secondary,0,598,1,0,unknown,16,6,179,2,-1,0,0
10551,35,services,married,secondary,0,373,0,1,unknown,16,6,162,6,-1,0,0
10552,41,blue-collar,married,secondary,0,2413,0,0,unknown,16,6,64,3,-1,0,0
10553,37,admin.,married,primary,0,7208,0,0,unknown,16,6,117,1,-1,0,0
10554,44,unemployed,single,primary,0,4232,0,0,unknown,16,6,227,1,-1,0,0
10555,36,services,married,secondary,0,981,0,0,unknown,16,6,1093,1,-1,0,1
10556,59,blue-collar,married,secondary,0,969,0,0,unknown,16,6,270,1,-1,0,0
10557,36,blue-collar,divorced,secondary,0,638,1,0,unknown,16,6,1395,2,-1,0,1
10558,60,admin.,married,secondary,0,504,0,0,unknown,16,6,178,4,-1,0,0
10559,29,management,single,tertiary,0,5894,1,0,unknown,16,6,223,2,-1,0,0
10560,39,blue-collar,single,primary,0,207,0,1,unknown,16,6,35,3,-1,0,0
10561,56,retired,married,tertiary,0,3708,0,0,unknown,16,6,210,2,-1,0,0
10562,54,blue-collar,married,primary,0,0,0,0,unknown,16,6,101,6,-1,0,0
10563,38,technician,married,tertiary,0,606,0,0,unknown,16,6,193,2,-1,0,0
10564,47,retired,married,tertiary,0,1225,1,1,unknown,16,6,339,2,-1,0,0
10565,35,blue-collar,single,unknown,0,422,0,0,unknown,16,6,140,1,-1,0,0
10566,48,services,single,unknown,0,5095,1,0,unknown,16,6,71,1,-1,0,0
10567,55,retired,married,tertiary,0,2929,0,0,unknown,16,6,556,3,-1,0,0
10568,51,housemaid,married,primary,0,13292,0,0,unknown,16,6,1238,2,-1,0,0
10569,39,management,married,tertiary,0,627,0,0,unknown,16,6,32,2,-1,0,0
10570,57,services,married,secondary,0,197,0,0,unknown,16,6,116,1,-1,0,0
10571,38,technician,single,tertiary,0,38,0,0,unknown,16,6,64,1,-1,0,0
10572,39,blue-collar,married,primary,0,3705,1,0,unknown,16,6,77,1,-1,0,0
10573,55,blue-collar,married,secondary,0,0,0,0,unknown,16,6,73,3,-1,0,0
10574,37,services,married,secondary,0,40,0,0,unknown,16,6,42,3,-1,0,0
10575,54,blue-collar,married,secondary,0,853,0,0,unknown,16,6,24,5,-1,0,0
10576,37,blue-collar,married,primary,0,-107,1,0,unknown,16,6,25,1,-1,0,0
10577,38,blue-collar,married,primary,0,298,0,0,unknown,16,6,147,1,-1,0,0
10578,41,blue-collar,married,primary,0,389,1,0,unknown,16,6,87,6,-1,0,0
10579,53,housemaid,married,secondary,0,2406,1,0,unknown,16,6,393,2,-1,0,0
10580,59,retired,married,primary,0,2722,0,0,unknown,16,6,145,1,-1,0,0
10581,46,blue-collar,married,secondary,0,6215,0,0,unknown,16,6,155,1,-1,0,0
10582,38,technician,married,secondary,0,1828,0,0,unknown,16,6,35,1,-1,0,0
10583,57,retired,married,primary,0,903,0,0,unknown,16,6,141,1,-1,0,0
10584,48,blue-collar,married,primary,0,554,0,0,unknown,16,6,263,8,-1,0,0
10585,49,management,married,primary,0,330,0,0,unknown,16,6,123,1,-1,0,0
10586,40,blue-collar,married,secondary,0,876,0,0,unknown,16,6,208,1,-1,0,0
10587,38,blue-collar,married,primary,0,1602,0,0,unknown,16,6,100,1,-1,0,0
10588,38,self-employed,married,secondary,0,30,0,0,unknown,16,6,91,1,-1,0,0
10589,52,technician,divorced,tertiary,0,728,0,0,unknown,16,6,644,1,-1,0,0
10590,39,blue-collar,married,secondary,0,0,0,0,unknown,16,6,289,1,-1,0,0
10591,42,blue-collar,married,secondary,0,2256,1,0,unknown,16,6,315,1,-1,0,0
10592,36,unemployed,single,secondary,0,490,1,1,unknown,16,6,265,3,-1,0,0
10593,48,unemployed,single,tertiary,0,3229,0,0,unknown,16,6,1089,1,-1,0,1
10594,36,blue-collar,single,primary,0,3214,1,0,unknown,16,6,124,2,-1,0,0
10595,53,technician,married,tertiary,0,6072,0,1,unknown,16,6,226,4,-1,0,0
10596,30,technician,single,secondary,0,363,1,0,unknown,16,6,136,8,-1,0,0
10597,29,management,single,secondary,0,584,1,0,unknown,16,6,541,19,-1,0,0
10598,60,management,married,primary,0,21292,0,0,unknown,16,6,242,6,-1,0,0
10599,30,blue-collar,married,secondary,0,294,1,1,unknown,16,6,50,3,-1,0,0
10600,49,retired,married,primary,0,1381,0,0,unknown,16,6,73,2,-1,0,0
10601,44,housemaid,married,primary,0,2351,0,0,unknown,16,6,250,2,-1,0,0
10602,36,blue-collar,single,secondary,0,2962,1,1,unknown,16,6,181,2,-1,0,0
10603,49,services,divorced,secondary,0,3250,0,0,unknown,16,6,32,3,-1,0,0
10604,55,entrepreneur,divorced,tertiary,0,461,1,1,unknown,16,6,267,3,-1,0,0
10605,57,management,divorced,unknown,0,0,0,0,unknown,16,6,235,2,-1,0,0
10606,58,services,married,secondary,0,12180,0,0,unknown,16,6,121,5,-1,0,0
10607,37,services,married,secondary,0,3321,0,0,unknown,16,6,215,3,-1,0,0
10608,50,blue-collar,divorced,primary,0,4882,1,0,unknown,16,6,320,2,-1,0,0
10609,46,entrepreneur,married,secondary,0,757,0,0,unknown,16,6,382,3,-1,0,0
10610,37,management,single,tertiary,0,400,1,0,unknown,16,6,244,1,-1,0,0
10611,41,admin.,married,tertiary,0,1287,0,0,unknown,16,6,286,1,-1,0,0
10612,51,self-employed,married,tertiary,0,2007,0,0,unknown,16,6,1021,1,-1,0,0
10613,40,admin.,married,secondary,0,538,0,0,unknown,16,6,167,2,-1,0,0
10614,51,management,single,secondary,0,1610,1,0,unknown,16,6,1248,3,-1,0,1
10615,55,management,divorced,tertiary,0,25,0,0,unknown,16,6,404,3,-1,0,0
10616,47,technician,married,tertiary,1,-813,1,1,unknown,16,6,179,25,-1,0,0
10617,39,technician,single,secondary,0,2321,0,1,unknown,16,6,203,2,-1,0,0
10618,38,management,married,tertiary,0,-469,1,0,unknown,16,6,209,12,-1,0,0
10619,59,retired,married,primary,0,0,0,0,unknown,16,6,39,1,-1,0,0
10620,38,services,married,secondary,0,1559,0,0,unknown,16,6,162,1,-1,0,0
10621,39,management,married,secondary,0,2198,0,0,unknown,16,6,418,1,-1,0,0
10622,36,management,single,tertiary,0,317,0,0,unknown,16,6,348,1,-1,0,0
10623,49,technician,married,secondary,0,775,1,0,unknown,16,6,135,1,-1,0,0
10624,36,housemaid,married,tertiary,1,-1941,1,0,unknown,16,6,505,1,-1,0,0
10625,53,technician,single,secondary,1,-435,1,1,unknown,16,6,131,2,-1,0,0
10626,37,housemaid,married,secondary,0,285,0,0,unknown,16,6,401,2,-1,0,0
10627,45,technician,married,tertiary,0,533,1,0,unknown,16,6,332,2,-1,0,0
10628,46,blue-collar,married,tertiary,0,993,1,0,unknown,16,6,78,1,-1,0,0
10629,55,technician,married,tertiary,0,4359,0,0,unknown,16,6,394,2,-1,0,0
10630,50,blue-collar,married,secondary,0,887,0,0,unknown,16,6,287,1,-1,0,0
10631,37,services,married,secondary,0,1092,0,0,unknown,16,6,266,1,-1,0,0
10632,55,technician,married,unknown,0,0,0,0,unknown,16,6,153,1,-1,0,0
10633,55,entrepreneur,divorced,primary,0,29,0,0,unknown,16,6,500,1,-1,0,0
10634,39,admin.,married,primary,0,237,0,0,unknown,16,6,215,2,-1,0,0
10636,35,admin.,married,secondary,0,5270,0,0,unknown,16,6,110,8,-1,0,0
10637,35,admin.,single,primary,0,2355,1,0,unknown,16,6,101,1,-1,0,0
10638,39,self-employed,single,tertiary,0,0,0,0,unknown,16,6,13,1,-1,0,0
10639,53,blue-collar,married,primary,0,4641,0,0,unknown,16,6,356,2,-1,0,0
10640,39,admin.,divorced,secondary,0,952,1,0,unknown,16,6,62,1,-1,0,0
10641,37,admin.,married,secondary,0,306,0,0,unknown,16,6,73,1,-1,0,0
10642,38,services,divorced,secondary,0,439,0,0,unknown,16,6,50,1,-1,0,0
10643,58,entrepreneur,married,secondary,0,2,0,0,unknown,16,6,684,1,-1,0,0
10644,35,blue-collar,single,primary,0,3751,0,0,unknown,16,6,193,1,-1,0,0
10645,50,blue-collar,married,unknown,0,0,0,0,unknown,16,6,599,3,-1,0,0
10646,37,services,single,secondary,0,1175,1,0,unknown,16,6,92,2,-1,0,0
10647,56,admin.,single,secondary,0,-13,0,0,unknown,16,6,52,3,-1,0,0
10648,59,blue-collar,married,primary,0,416,0,0,unknown,16,6,92,3,-1,0,0
10649,42,blue-collar,single,primary,0,50,0,0,unknown,16,6,294,3,-1,0,0
10650,39,housemaid,married,primary,0,15352,0,0,unknown,16,6,99,1,-1,0,0
10651,58,blue-collar,married,primary,0,96,0,0,unknown,16,6,76,3,-1,0,0
10652,30,services,married,secondary,0,384,1,0,unknown,16,6,27,3,-1,0,0
10653,59,retired,married,primary,0,1085,0,0,unknown,16,6,191,1,-1,0,0
10654,43,blue-collar,married,primary,0,8014,0,0,unknown,16,6,523,1,-1,0,0
10655,39,services,single,secondary,0,1336,1,0,unknown,16,6,358,1,-1,0,0
10656,53,retired,married,secondary,0,136,0,0,unknown,16,6,254,1,-1,0,0
10657,43,management,married,tertiary,0,0,0,0,unknown,16,6,46,1,-1,0,0
10658,43,services,divorced,unknown,0,159,0,0,unknown,16,6,112,4,-1,0,0
10659,50,housemaid,married,primary,0,4,0,0,unknown,16,6,51,1,-1,0,0
10660,35,admin.,married,secondary,0,4698,1,0,unknown,16,6,359,1,-1,0,0
10661,47,admin.,married,secondary,0,4307,0,0,unknown,16,6,88,1,-1,0,0
10662,52,blue-collar,divorced,primary,0,1250,0,0,unknown,16,6,342,1,-1,0,0
10663,44,technician,married,secondary,0,0,0,0,unknown,16,6,78,1,-1,0,0
10664,51,blue-collar,married,secondary,0,33,0,1,unknown,16,6,721,3,-1,0,1
10665,57,technician,divorced,secondary,0,145,0,1,unknown,16,6,420,4,-1,0,0
10666,52,blue-collar,married,secondary,0,167,0,0,unknown,16,6,163,1,-1,0,0
10667,47,blue-collar,married,secondary,0,214,1,0,unknown,16,6,442,3,-1,0,0
10668,59,services,married,primary,0,31,0,0,unknown,16,6,41,3,-1,0,0
10669,50,management,married,tertiary,0,3191,0,0,unknown,16,6,535,2,-1,0,0
10670,37,admin.,single,tertiary,0,12581,0,0,unknown,16,6,155,4,-1,0,0
10671,53,entrepreneur,divorced,tertiary,0,196,1,0,unknown,16,6,178,7,-1,0,0
10672,36,admin.,married,secondary,0,1295,0,0,unknown,16,6,232,3,-1,0,0
10673,39,blue-collar,married,primary,0,4608,1,0,unknown,16,6,36,1,-1,0,0
10674,41,blue-collar,married,secondary,0,-100,1,0,unknown,16,6,20,21,-1,0,0
10675,35,blue-collar,married,secondary,0,-281,1,0,unknown,16,6,15,15,-1,0,0
10676,50,entrepreneur,married,tertiary,0,2198,0,0,unknown,16,6,170,6,-1,0,0
10677,41,entrepreneur,married,tertiary,0,373,0,0,unknown,16,6,87,3,-1,0,0
10678,45,management,married,tertiary,0,203,0,0,unknown,16,6,202,4,-1,0,0
10679,38,admin.,single,secondary,0,439,0,0,unknown,16,6,359,4,-1,0,0
10680,42,admin.,married,secondary,0,3165,1,0,unknown,16,6,298,4,-1,0,0
10681,53,blue-collar,married,secondary,0,1093,1,1,unknown,16,6,244,3,-1,0,0
10682,35,blue-collar,married,unknown,0,75,1,0,unknown,16,6,169,1,-1,0,0
10683,46,technician,married,secondary,0,536,1,0,unknown,16,6,750,2,-1,0,1
10684,44,admin.,married,secondary,0,1696,0,0,unknown,16,6,139,3,-1,0,0
10685,49,blue-collar,single,unknown,0,2222,0,0,unknown,16,6,114,2,-1,0,0
10686,35,technician,single,tertiary,0,756,1,0,unknown,16,6,14,14,-1,0,0
10687,49,management,married,tertiary,0,2005,0,0,unknown,16,6,81,4,-1,0,0
10688,37,entrepreneur,married,tertiary,0,264,1,1,unknown,16,6,220,1,-1,0,0
10689,40,services,married,unknown,0,4075,1,0,unknown,16,6,162,3,-1,0,0
10690,47,blue-collar,married,secondary,0,4840,0,0,unknown,16,6,53,1,-1,0,0
10691,55,housemaid,married,primary,0,3680,0,0,unknown,16,6,131,1,-1,0,0
10692,53,self-employed,married,tertiary,0,2627,1,1,unknown,16,6,18,30,-1,0,0
10693,55,management,married,tertiary,0,0,0,0,unknown,16,6,607,2,-1,0,0
10694,37,blue-collar,single,secondary,0,3764,0,0,unknown,16,6,431,1,-1,0,0
10695,54,technician,divorced,unknown,0,1725,0,0,unknown,16,6,216,3,-1,0,0
10696,53,services,single,secondary,0,725,1,0,unknown,16,6,227,4,-1,0,0
10697,28,blue-collar,single,secondary,0,235,1,0,unknown,16,6,102,46,-1,0,0
10698,42,blue-collar,married,primary,0,1752,1,0,unknown,16,6,19,21,-1,0,0
10699,38,management,single,tertiary,0,93,1,1,unknown,16,6,394,3,-1,0,0
10700,38,management,married,tertiary,0,7124,0,0,unknown,16,6,301,6,-1,0,0
10701,37,admin.,married,tertiary,0,2741,0,0,unknown,16,6,204,4,-1,0,0
10702,47,blue-collar,married,primary,0,667,0,0,unknown,16,6,54,1,-1,0,0
10703,42,housemaid,married,unknown,0,72,0,0,unknown,16,6,22,1,-1,0,0
10704,38,admin.,married,secondary,0,1116,1,1,unknown,16,6,406,2,-1,0,0
10705,44,management,married,tertiary,0,647,0,0,unknown,16,6,226,2,-1,0,0
10706,54,technician,single,unknown,0,1695,0,0,unknown,16,6,168,1,-1,0,0
10707,35,services,married,unknown,0,2,0,0,unknown,16,6,221,1,-1,0,0
10708,51,admin.,married,secondary,0,-192,0,0,unknown,16,6,176,3,-1,0,0
10709,41,blue-collar,married,primary,0,389,1,0,unknown,16,6,127,2,-1,0,0
10710,46,housemaid,married,unknown,0,1035,0,0,unknown,16,6,703,1,-1,0,0
10711,36,admin.,single,secondary,0,16,0,0,unknown,16,6,119,2,-1,0,0
10712,41,management,divorced,secondary,0,0,0,0,unknown,16,6,126,3,-1,0,0
10713,49,blue-collar,married,unknown,0,3096,0,0,unknown,16,6,147,2,-1,0,0
10714,39,blue-collar,married,primary,0,4166,0,0,unknown,16,6,314,3,-1,0,0
10715,39,technician,married,secondary,0,94,0,0,unknown,16,6,182,2,-1,0,0
10716,39,technician,divorced,tertiary,0,1832,0,0,unknown,16,6,353,2,-1,0,0
10717,60,retired,single,primary,0,470,0,0,unknown,16,6,100,2,-1,0,0
10718,40,management,married,tertiary,0,270,0,0,unknown,16,6,362,3,-1,0,0
10719,51,blue-collar,married,primary,0,5050,0,1,unknown,16,6,75,7,-1,0,0
10720,49,entrepreneur,married,tertiary,0,388,1,0,unknown,16,6,142,2,-1,0,0
10721,37,management,married,tertiary,0,0,0,0,unknown,16,6,637,6,-1,0,1
10722,56,entrepreneur,married,secondary,0,535,1,1,unknown,16,6,345,4,-1,0,0
10723,54,retired,married,primary,0,1156,0,0,unknown,16,6,64,2,-1,0,0
10724,45,housemaid,married,primary,0,938,0,0,unknown,16,6,103,3,-1,0,0
10725,39,housemaid,married,tertiary,0,240,1,0,unknown,16,6,17,25,-1,0,0
10726,36,entrepreneur,married,tertiary,0,3057,0,0,unknown,16,6,2769,4,-1,0,1
10727,39,management,married,tertiary,0,-1212,1,0,unknown,16,6,26,18,-1,0,0
10728,33,self-employed,married,tertiary,0,6,0,0,unknown,16,6,141,6,-1,0,0
10729,42,technician,single,tertiary,0,671,1,0,unknown,16,6,14,20,-1,0,0
10730,58,unemployed,single,primary,0,278,0,0,unknown,16,6,1009,5,-1,0,0
10731,36,blue-collar,single,primary,0,736,1,0,unknown,16,6,323,2,-1,0,0
10732,41,entrepreneur,married,primary,0,0,0,0,unknown,16,6,630,2,-1,0,0
10733,51,housemaid,married,primary,0,108,0,0,unknown,16,6,278,2,-1,0,0
10734,55,blue-collar,married,primary,0,835,1,0,unknown,16,6,40,18,-1,0,0
10735,48,blue-collar,single,primary,0,1080,1,0,unknown,16,6,112,3,-1,0,0
10736,36,technician,married,tertiary,0,579,1,0,unknown,16,6,80,3,-1,0,0
10737,42,management,married,secondary,0,2580,1,0,unknown,16,6,154,3,-1,0,0
10739,40,admin.,married,secondary,0,0,0,0,unknown,16,6,368,12,-1,0,0
10740,39,management,married,secondary,0,2445,0,0,unknown,16,6,303,5,-1,0,0
10741,54,technician,married,tertiary,0,417,1,0,unknown,16,6,375,2,-1,0,0
10742,45,management,married,tertiary,0,1847,0,0,unknown,16,6,77,5,-1,0,0
10743,57,admin.,divorced,primary,0,987,0,0,unknown,16,6,295,2,-1,0,0
10744,57,management,divorced,unknown,0,0,0,0,unknown,16,6,335,3,-1,0,0
10745,58,management,divorced,primary,0,5914,0,0,unknown,17,6,69,4,-1,0,0
10746,38,entrepreneur,married,secondary,0,-272,0,1,unknown,17,6,143,2,-1,0,0
10747,36,technician,single,tertiary,0,0,0,0,unknown,17,6,153,4,-1,0,0
10748,51,admin.,married,secondary,0,2967,0,0,unknown,17,6,83,2,-1,0,0
10749,56,management,married,tertiary,0,21664,0,0,unknown,17,6,214,8,-1,0,0
10750,46,management,single,primary,0,538,0,0,unknown,17,6,118,3,-1,0,0
10751,31,technician,married,secondary,0,-720,1,0,unknown,17,6,638,16,-1,0,0
10752,30,self-employed,divorced,secondary,0,92,1,0,unknown,17,6,78,10,-1,0,0
10753,58,management,married,primary,0,1136,0,0,unknown,17,6,65,3,-1,0,0
10754,36,management,married,tertiary,0,0,0,0,unknown,17,6,222,3,-1,0,0
10755,35,self-employed,married,tertiary,0,333,0,0,unknown,17,6,78,5,-1,0,0
10756,37,services,single,secondary,0,105,0,1,unknown,17,6,260,4,-1,0,0
10757,49,blue-collar,married,secondary,0,-55,0,0,unknown,17,6,150,3,-1,0,0
10758,38,blue-collar,married,primary,0,1262,0,0,unknown,17,6,49,2,-1,0,0
10759,30,self-employed,married,secondary,0,421,1,1,unknown,17,6,62,4,-1,0,0
10760,34,management,married,primary,0,2026,1,0,unknown,17,6,100,8,-1,0,0
10761,55,blue-collar,married,primary,0,2896,0,0,unknown,17,6,138,3,-1,0,0
10762,56,blue-collar,married,primary,0,1046,0,1,unknown,17,6,329,13,-1,0,0
10763,44,management,married,tertiary,0,3091,1,0,unknown,17,6,331,4,-1,0,0
10764,37,housemaid,single,primary,0,1088,0,0,unknown,17,6,131,2,-1,0,0
10765,50,blue-collar,married,unknown,0,1537,0,0,unknown,17,6,24,6,-1,0,0
10766,45,blue-collar,married,primary,0,866,0,0,unknown,17,6,319,8,-1,0,0
10767,58,self-employed,married,secondary,0,372,0,0,unknown,17,6,315,2,-1,0,0
10768,38,technician,married,secondary,0,403,1,1,unknown,17,6,99,8,-1,0,0
10769,35,management,single,tertiary,0,1374,0,0,unknown,17,6,45,2,-1,0,0
10770,38,services,married,secondary,0,1313,0,0,unknown,17,6,33,2,-1,0,0
10771,49,entrepreneur,married,secondary,0,27,0,0,unknown,17,6,131,6,-1,0,0
10772,50,management,married,tertiary,0,0,0,0,unknown,17,6,117,3,-1,0,0
10773,39,blue-collar,married,primary,0,2169,0,0,unknown,17,6,170,2,-1,0,0
10774,45,housemaid,married,secondary,0,698,1,0,unknown,17,6,160,4,-1,0,0
10775,48,blue-collar,married,primary,0,0,0,0,unknown,17,6,104,2,-1,0,0
10776,55,retired,married,secondary,0,466,0,0,unknown,17,6,287,4,-1,0,0
10777,37,services,single,tertiary,0,718,0,0,unknown,17,6,43,1,-1,0,0
10778,55,technician,married,primary,0,1498,0,1,unknown,17,6,345,2,-1,0,0
10779,39,admin.,single,tertiary,0,2600,1,0,unknown,17,6,77,1,-1,0,0
10780,50,retired,married,primary,0,1098,0,0,unknown,17,6,168,1,-1,0,0
10781,59,retired,married,primary,0,0,0,0,unknown,17,6,192,1,-1,0,0
10782,39,blue-collar,married,secondary,0,123,0,0,unknown,17,6,110,1,-1,0,0
10783,50,retired,married,secondary,0,0,1,1,unknown,17,6,328,3,-1,0,0
10784,38,technician,single,tertiary,0,2496,0,0,unknown,17,6,193,1,-1,0,0
10785,52,technician,married,unknown,0,562,0,0,unknown,17,6,187,1,-1,0,0
10786,43,housemaid,single,primary,0,103,0,0,unknown,17,6,198,1,-1,0,0
10787,35,services,single,secondary,0,361,0,0,unknown,17,6,256,1,-1,0,0
10788,41,technician,married,secondary,0,1385,0,0,unknown,17,6,145,1,-1,0,0
10789,41,management,married,tertiary,0,676,0,0,unknown,17,6,78,1,-1,0,0
10790,37,blue-collar,married,secondary,0,426,0,0,unknown,17,6,285,1,-1,0,0
10791,41,technician,married,secondary,0,130,0,0,unknown,17,6,160,3,-1,0,0
10792,60,management,married,primary,0,0,0,0,unknown,17,6,442,1,-1,0,0
10793,48,admin.,single,secondary,0,-58,0,0,unknown,17,6,123,1,-1,0,0
10794,55,technician,married,tertiary,0,2512,1,0,unknown,17,6,166,1,-1,0,0
10795,61,retired,married,secondary,0,296,0,0,unknown,17,6,18,1,-1,0,0
10796,54,blue-collar,single,unknown,0,6622,0,0,unknown,17,6,83,1,-1,0,0
10797,49,management,married,tertiary,0,391,0,0,unknown,17,6,128,1,-1,0,0
10798,39,blue-collar,married,primary,0,1564,0,0,unknown,17,6,57,1,-1,0,0
10799,48,blue-collar,married,primary,0,1670,0,0,unknown,17,6,145,1,-1,0,0
10800,42,entrepreneur,married,tertiary,0,1654,0,0,unknown,17,6,116,1,-1,0,0
10801,37,technician,single,secondary,0,984,0,0,unknown,17,6,475,1,-1,0,0
10802,47,unemployed,married,secondary,0,3287,1,1,unknown,17,6,126,1,-1,0,0
10803,50,admin.,married,secondary,1,-437,1,1,unknown,17,6,83,1,-1,0,0
10804,49,services,married,secondary,0,494,0,0,unknown,17,6,196,4,-1,0,0
10805,41,management,married,tertiary,0,1234,0,0,unknown,17,6,68,1,-1,0,0
10806,48,admin.,single,primary,0,1078,0,0,unknown,17,6,75,1,-1,0,0
10807,35,blue-collar,married,secondary,0,402,0,1,unknown,17,6,123,1,-1,0,0
10808,55,management,single,tertiary,0,854,1,1,unknown,17,6,98,4,-1,0,0
10809,43,management,married,tertiary,0,438,0,0,unknown,17,6,355,2,-1,0,0
10810,53,retired,married,secondary,0,1296,1,0,unknown,17,6,115,1,-1,0,0
10811,39,admin.,married,secondary,0,1891,0,0,unknown,17,6,147,1,-1,0,0
10812,57,retired,married,primary,0,7938,0,0,unknown,17,6,133,1,-1,0,0
10813,34,blue-collar,single,primary,0,2040,0,0,unknown,17,6,509,4,-1,0,0
10814,52,entrepreneur,married,primary,0,2138,0,0,unknown,17,6,134,1,-1,0,0
10815,60,blue-collar,married,primary,0,686,1,0,unknown,17,6,147,2,-1,0,0
10816,57,retired,married,primary,0,5799,0,0,unknown,17,6,97,1,-1,0,0
10817,36,admin.,single,secondary,0,810,1,0,unknown,17,6,296,1,-1,0,0
10818,42,entrepreneur,married,tertiary,0,1068,1,0,unknown,17,6,70,8,-1,0,0
10819,37,services,single,secondary,0,3,0,0,unknown,17,6,527,1,-1,0,0
10820,55,housemaid,divorced,primary,0,2014,0,0,unknown,17,6,156,2,-1,0,0
10821,36,self-employed,single,secondary,0,652,0,0,unknown,17,6,187,1,-1,0,0
10822,50,blue-collar,married,primary,0,2190,0,0,unknown,17,6,269,1,-1,0,0
10823,45,retired,divorced,secondary,0,1735,0,1,unknown,17,6,306,1,-1,0,0
10824,47,management,married,secondary,0,2892,0,0,unknown,17,6,556,1,-1,0,1
10825,43,management,married,tertiary,0,439,0,0,unknown,17,6,71,1,-1,0,0
10826,39,self-employed,married,secondary,0,4722,1,0,unknown,17,6,483,1,-1,0,0
10827,45,management,single,tertiary,0,451,0,0,unknown,17,6,881,1,-1,0,0
10828,59,retired,divorced,primary,0,2516,0,0,unknown,17,6,404,1,-1,0,0
10829,46,housemaid,divorced,primary,0,2291,0,0,unknown,17,6,218,1,-1,0,0
10830,48,management,married,tertiary,0,2837,0,0,unknown,17,6,69,1,-1,0,0
10831,59,housemaid,divorced,secondary,0,0,0,0,unknown,17,6,98,1,-1,0,0
10832,36,blue-collar,married,secondary,0,7265,0,0,unknown,17,6,243,1,-1,0,0
10833,44,blue-collar,married,primary,0,-82,0,1,unknown,17,6,181,1,-1,0,0
10834,45,blue-collar,married,primary,0,4696,0,0,unknown,17,6,99,1,-1,0,0
10835,41,blue-collar,married,secondary,0,475,1,0,unknown,17,6,139,3,-1,0,0
10837,35,technician,married,unknown,0,3,1,1,unknown,17,6,124,23,-1,0,0
10838,48,technician,married,secondary,0,335,0,0,unknown,17,6,214,3,-1,0,0
10839,60,retired,single,tertiary,0,568,0,0,unknown,17,6,81,1,-1,0,0
10840,38,services,married,primary,0,175,0,0,unknown,17,6,132,2,-1,0,0
10841,49,retired,single,primary,0,25824,0,0,unknown,17,6,94,1,-1,0,0
10842,57,housemaid,married,primary,0,1870,0,0,unknown,17,6,129,1,-1,0,0
10843,44,housemaid,married,tertiary,0,460,0,0,unknown,17,6,491,1,-1,0,0
10844,55,management,married,primary,0,1446,0,0,unknown,17,6,135,1,-1,0,0
10845,46,housemaid,married,primary,0,17,0,0,unknown,17,6,72,1,-1,0,0
10846,55,blue-collar,married,primary,0,0,0,0,unknown,17,6,285,1,-1,0,0
10847,47,blue-collar,married,primary,0,145,0,0,unknown,17,6,255,1,-1,0,0
10848,38,blue-collar,married,primary,0,6091,0,0,unknown,17,6,189,1,-1,0,0
10849,38,services,married,secondary,0,250,0,0,unknown,17,6,72,1,-1,0,0
10850,42,entrepreneur,single,tertiary,0,231,0,0,unknown,17,6,241,1,-1,0,0
